phase,stratification_type,stratum,horizon,seed,test_n,MAE,RMSE,MAPE,sMAPE,R2,relative_MAE_vs_best_stratum_percent,threshold_method,threshold_values,warning,error_rank
phase17,volatility,high,3,3407,3990,1.526693310175922,2.3137624931304974,0.0236531679981703,0.0235296954384062,0.98673329977885,155.02113917364417,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.0038814127910882235, ""train_medium_high"": 0.026216134428977966, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,volatility,low,6,42,4065,0.5388995528367759,0.8768523931686542,0.0057621299375618,0.0057408309408681,0.9769432125546836,0.0,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,volatility,medium,6,42,4000,0.806910719871521,1.383997871946656,0.008997216332271,0.008926976714339,0.9879687011583173,49.73304684034899,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,volatility,high,6,42,4101,1.4060006056783023,2.060272824486826,0.0220636802340781,0.0223369490773692,0.9893352674929168,160.90216595599173,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,volatility,low,6,2024,4065,0.5603751516870027,0.9049992901990396,0.0059656061662839,0.0059474832014543,0.975439212373034,0.0,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,volatility,medium,6,2024,4000,0.8326470375061035,1.3703211458056312,0.0091487704739952,0.0090815090608431,0.9882053138636704,48.58743022409711,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,volatility,high,6,2024,4101,1.4273581478078898,2.050308857602173,0.0218532251152143,0.0218296346105922,0.9894381723933432,154.71474663193848,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,volatility,low,6,2025,4065,0.5722187469219663,0.9132111101060172,0.0061059861844857,0.0060828800662785,0.9749914687938316,0.0,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,volatility,medium,6,2025,4000,0.8466329574584961,1.431970117343018,0.0098443507160423,0.0097638909904743,0.9871201863427304,47.95617270713988,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,volatility,high,6,2025,4101,1.450307639102708,2.1037785644186404,0.0220424215887135,0.0220365382091536,0.9888801084886736,153.45335973420788,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,volatility,low,6,2026,4065,0.5664343736561755,0.9422789271187118,0.0060579601166136,0.0060322237843354,0.9733740709602364,0.0,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,volatility,medium,6,2026,4000,0.841420711517334,1.400132815685143,0.0094812639407487,0.009383139451137,0.987686539017196,48.546901574175045,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,volatility,high,6,2026,4101,1.3485689839919115,1.9653405260730996,0.0207722060253079,0.0206686575427327,0.9902954340033454,138.08035788634717,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,volatility,low,6,3407,4065,0.5779374454587441,0.894463637211965,0.006226308428241,0.0062045608028342,0.9760077381681428,0.0,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,volatility,medium,6,3407,4000,0.8712628955841064,1.4544711691977774,0.0103073810054592,0.0101647643072803,0.9867122360792654,50.75384065009527,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,volatility,high,6,3407,4101,1.3909799314888185,2.0170869747076368,0.0219923002549274,0.0216889516074416,0.9897776734896496,140.68001518481174,rank_tertiles_from_historical_feature_values,"{""train_low_medium"": 0.003741788522650784, ""train_medium_high"": 0.02625706481436886, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,1,42,4028,1.010459397968493,2.7704639828742423,0.0110381266609319,0.010595888672965,0.0486010380112963,32.45281558754248,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,1,42,4471,0.7628825355551968,1.9677543430589624,0.0083668384042899,0.0081696807269297,0.6973377528634227,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,1,42,3766,1.533557410197124,2.4740649892035966,0.0260384810735947,0.0257787048225771,0.9814287533605978,101.02143367078908,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,1,2024,4028,1.180061152817121,2.7952563754258626,0.0127225390648824,0.0123040792630438,0.0314970462790556,29.916513255603885,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,1,2024,4471,0.9083226783460644,2.052930434713986,0.0098588928780802,0.0096642933469062,0.6705686246957139,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,1,2024,3766,1.858768975171268,2.796867051684844,0.0332737722632334,0.0320082713500547,0.9762664613368645,104.63751698414497,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,1,2025,4028,0.9915583931582924,2.758893211696198,0.0108602089962355,0.0103997927353734,0.0565314291414729,31.792188515374782,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,1,2025,4471,0.7523650713506573,1.9514746675509216,0.0082490133836361,0.0080587205074104,0.7023250228366027,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,1,2025,3766,1.55162773750212,2.532215809090858,0.0270207812262961,0.0266414542396084,0.9805454906452924,106.2333561972267,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,1,2026,4028,1.1053184710050885,2.781317432843016,0.0119803696106142,0.0115527849506298,0.0411321177383097,30.07882080596054,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,1,2026,4471,0.849729774729354,2.003790566167181,0.0092513659288446,0.0090661938577225,0.6861507116546339,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,1,2026,3766,1.562034949810658,2.4935308074463243,0.0264736733121989,0.026232410600922,0.9811353684553372,83.82725853147599,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,1,3407,4028,0.9886171782265354,2.757000498445742,0.0108158282664644,0.0103586733246299,0.057825500924367,16.329133246477934,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,1,3407,4471,0.8498448760310586,1.9677410609239585,0.0092493843213415,0.0090499440091574,0.6973418387263497,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,1,3407,3766,1.552116143342604,2.4892308053129946,0.0259661288020979,0.0256919096879617,0.9812003750822288,82.63522992469981,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,3,42,3940,0.8861780815318151,1.8102528605767096,0.0092078483270455,0.0090661286780124,0.0289626142254939,27.79521240235527,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,3,42,4250,0.6934360566980698,1.2271418165300716,0.0073146428285179,0.0072848568506739,0.8531622332633123,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,3,42,3688,1.546529356673069,2.4104340821727828,0.0254555352678187,0.0254410716855194,0.9821691422125166,123.02407579397703,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,3,2024,3940,0.8411050109088724,1.7783261358288571,0.0087618213000713,0.0086137836586703,0.0629121894721341,31.927301312140823,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,3,2024,4250,0.6375518960391774,1.229182320369628,0.0067541691064075,0.0066992588304595,0.8526735006150067,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,3,2024,3688,1.5172314855902418,2.2993778047684867,0.0254915084746386,0.0251512809669503,0.9837743394025188,137.97772307103426,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,3,2025,3940,0.8456265038040084,1.8385706768709893,0.0088208845672304,0.0086568279707448,-0.0016549111789325,31.17381843821765,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,3,2025,4250,0.6446610412597656,1.2175848462020864,0.0068451656627553,0.0067830886431054,0.8554404697675891,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,3,2025,3688,1.494855049633928,2.298801727354052,0.0251674112823768,0.0247499207119785,0.9837824686152776,131.88233101735975,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,3,2026,3940,0.9441530798897524,1.7809936641809785,0.0097732902588026,0.0096565558619752,0.0600987762726638,31.410539145925718,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,3,2026,4250,0.7184759198357077,1.2272752899646886,0.0076305618574924,0.0075901438725126,0.853130289103868,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,3,2026,3688,1.6165526616599193,2.4035159106234856,0.0272378153748738,0.0275157080772982,0.9822713477953045,124.9974727099515,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,3,3407,3940,0.904207419380924,1.768935493209676,0.0093622582642293,0.0092531296540058,0.0727828450950693,30.265183910503,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,3,3407,4250,0.6941282330681295,1.2727418417911345,0.0073464304104282,0.0073131813999954,0.8420466273679712,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,3,3407,3688,1.4829378412499086,2.289405936792467,0.0247382101731896,0.0245696759613029,0.9839147680872912,113.6403290635718,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,6,42,3971,0.8103027459026674,1.410079060054321,0.0083058959358679,0.0082334117956456,-0.0057024956289977,49.22925824926683,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,6,42,4465,0.5429918739857091,0.8442814872263532,0.0057324802555897,0.0057118720740802,0.928121468099593,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,6,42,3730,1.4858196043776444,2.1421681317778614,0.0244817262902647,0.0247854760715815,0.985612209831129,173.6356979840824,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,6,2024,3971,0.8510831411645563,1.403481676960835,0.0087051012591843,0.0086429261683284,0.0036863154277269,48.32644998703453,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,6,2024,4465,0.5737905419019675,0.8657841303341104,0.0060468651679694,0.0060336931355426,0.924413557221082,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,6,2024,3730,1.4800222473553617,2.1292859679006613,0.0238332807196286,0.0237974228768613,0.9857847346382588,157.93772104529114,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,6,2025,3971,0.8383631402435725,1.392272011231683,0.0085800366070706,0.0085118671549095,0.0195379543051397,48.10235601793871,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,6,2025,4465,0.5660700901625271,0.8651296357008764,0.0059613118079245,0.0059398437083245,0.924527794062562,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,6,2025,3730,1.5559436143563197,2.239268891726507,0.0251757707909804,0.0251561093826391,0.984278300871291,174.86766063007946,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,6,2026,3971,0.8646391458158318,1.3736806626541247,0.0088365565644408,0.0087785071710456,0.0455478278020277,54.26736049728384,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,6,2026,4465,0.5604809358432339,0.9041696636170364,0.005917627413288,0.0058944960944065,0.9175625539850208,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,6,2026,3730,1.4109089951093332,2.080653940640645,0.02311670456544,0.022959071054389,0.9864266610690628,151.7318440076191,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
phase17,traffic_state,free-flow,6,3407,3971,0.8501386832182247,1.3751180226312756,0.0086939853069031,0.0086322245179223,0.0435493879410048,48.9123289210392,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,2
phase17,traffic_state,moderate,6,3407,4465,0.5708987894944622,0.8679216937327142,0.0060144747446449,0.006000609023162,0.9240398606802472,0.0,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,3
phase17,traffic_state,degraded,6,3407,3730,1.5050434828443755,2.167720207890852,0.0255633902786977,0.0251355776369095,0.9852669236495436,163.627022957451,rank_speed_tertiles_fallback_no_free_flow_speed,"{""train_low_medium"": 90.0, ""train_medium_high"": 98.0, ""assignment"": ""rank_qcut_three_equal_frequency_bins""}",none,1
